Launch Angle (deg),Launch Speed (m/s)
66.26896161384927,37.17289662513684

t (s),x (m),y (m),vx (m/s),vy (m/s)
0.0,0,0,14.96,34.02973175773077
0.016,0.23936000000000002,0.5444757081236924,14.96,32.93101175773077
0.032,0.47872000000000003,1.0713718962473848,14.96,31.832291757730772
0.048,0.71808,1.5806885643710773,14.96,30.733571757730772
0.064,0.9574400000000001,2.07242571249477,14.96,29.63485175773077
0.08,1.1968,2.5465833406184624,14.96,28.53613175773077
0.096,1.43616,3.003161448742155,14.96,27.43741175773077
0.112,1.6755200000000001,3.442160036865847,14.96,26.33869175773077
0.128,1.9148800000000001,3.8635791049895394,14.96,25.23997175773077
0.14400000000000002,2.15424,4.267418653113232,14.96,24.14125175773077
0.16000000000000003,2.3936,4.653678681236925,14.96,23.04253175773077
0.17600000000000005,2.63296,5.022359189360618,14.96,21.94381175773077
0.19200000000000006,2.87232,5.37346017748431,14.96,20.84509175773077
0.20800000000000007,3.1116800000000002,5.706981645608002,14.96,19.74637175773077
0.2240000000000001,3.3510400000000002,6.022923593731694,14.96,18.64765175773077
0.2400000000000001,3.5904000000000003,6.321286021855386,14.96,17.54893175773077
0.2560000000000001,3.8297600000000003,6.602068929979078,14.96,16.45021175773077
0.27200000000000013,4.06912,6.86527231810277,14.96,15.35149175773077
0.28800000000000014,4.308479999999999,7.110896186226462,14.96,14.25277175773077
0.30400000000000016,4.547839999999999,7.338940534350154,14.96,13.15405175773077
0.3200000000000002,4.787199999999999,7.549405362473847,14.96,12.05533175773077
0.3360000000000002,5.026559999999998,7.742290670597539,14.96,10.95661175773077
0.3520000000000002,5.265919999999998,7.917596458721231,14.96,9.85789175773077
0.3680000000000002,5.505279999999997,8.075322726844924,14.96,8.759171757730769
0.38400000000000023,5.744639999999997,8.215469474968616,14.96,7.660451757730769
0.40000000000000024,5.983999999999996,8.338036703092309,14.96,6.561731757730769
0.41600000000000026,6.223359999999996,8.443024411216001,14.96,5.463011757730769
0.4330000000000003,6.477679999999996,8.535895611097423,14.96,4.2956217577307685
0.4490000000000003,6.7170399999999955,8.604625559221116,14.96,3.1969017577307683
0.4650000000000003,6.956399999999995,8.655775987344809,14.96,2.098181757730768
0.4810000000000003,7.195759999999995,8.689346895468502,14.96,0.9994617577307681
0.49800000000000033,7.4500799999999945,8.706337745349925,14.96,-0.1679282422692321
0.5140000000000003,7.689439999999994,8.703650893473618,14.96,-1.2666482422692322
0.5300000000000004,7.928799999999994,8.683384521597311,14.96,-2.3653682422692324
0.5460000000000004,8.168159999999993,8.645538629721004,14.96,-3.4640882422692325
0.5620000000000004,8.407519999999993,8.590113217844698,14.96,-4.562808242269233
0.5780000000000004,8.646879999999992,8.51710828596839,14.96,-5.661528242269233
0.5940000000000004,8.886239999999992,8.426523834092082,14.96,-6.760248242269233
0.6100000000000004,9.125599999999991,8.318359862215774,14.96,-7.858968242269233
0.6260000000000004,9.364959999999991,8.192616370339465,14.96,-8.957688242269233
0.6420000000000005,9.60431999999999,8.049293358463157,14.96,-10.056408242269233
0.6580000000000005,9.84367999999999,7.888390826586849,14.96,-11.155128242269233
0.6740000000000005,10.08303999999999,7.7099087747105415,14.96,-12.253848242269234
0.6900000000000005,10.32239999999999,7.513847202834234,14.96,-13.352568242269234
0.7060000000000005,10.561759999999989,7.300206110957927,14.96,-14.451288242269234
0.7220000000000005,10.801119999999989,7.068985499081619,14.96,-15.550008242269234
0.7380000000000005,11.040479999999988,6.820185367205312,14.96,-16.648728242269236
0.7540000000000006,11.279839999999988,6.553805715329004,14.96,-17.747448242269236
0.7700000000000006,11.519199999999987,6.2698465434526955,14.96,-18.846168242269236
0.7860000000000006,11.758559999999987,5.968307851576387,14.96,-19.944888242269236
0.8020000000000006,11.997919999999986,5.649189639700079,14.96,-21.043608242269237
0.8180000000000006,12.237279999999986,5.312491907823771,14.96,-22.142328242269237
0.8350000000000006,12.491599999999986,4.936072327705194,14.96,-23.309718242269238
0.8510000000000006,12.730959999999985,4.563116835828886,14.96,-24.408438242269238
0.8670000000000007,12.970319999999985,4.172581823952578,14.96,-25.507158242269238
0.8840000000000007,13.224639999999985,3.7389601338340013,14.96,-26.67454824226924
0.9000000000000007,13.463999999999984,3.3121673619576937,14.96,-27.77326824226924
0.9170000000000007,13.718319999999984,2.8400218018391166,14.96,-28.94065824226924
0.9330000000000007,13.957679999999984,2.3769712699628087,14.96,-30.03937824226924
0.9490000000000007,14.197039999999983,1.896341218086501,14.96,-31.13809824226924
0.9650000000000007,14.436399999999983,1.3981316462101931,14.96,-32.23681824226924
0.9810000000000008,14.675759999999983,0.8823425543338853,14.96,-33.33553824226924
0.9970000000000008,14.915119999999982,0.3489739424575775,14.96,-34.43425824226924
