Launch Angle (deg),Launch Speed (m/s)
48.82885257489116,175.11493936326127

t (s),x (m),y (m),vx (m/s),vy (m/s)
0.0,0,0,115.28000000000002,131.8171596879506
0.016,1.8444800000000003,2.1090745550072096,115.28000000000002,130.7184396879506
0.032,3.6889600000000007,4.200569590014419,115.28000000000002,129.61971968795058
0.049,5.648720000000001,6.404104824709579,115.28000000000002,128.45232968795057
0.065,7.493200000000002,8.459342099716789,115.28000000000002,127.35360968795057
0.081,9.337680000000002,10.496999854723999,115.28000000000002,126.25488968795057
0.097,11.182160000000003,12.517078089731207,115.28000000000002,125.15616968795057
0.113,13.026640000000004,14.519576804738417,115.28000000000002,124.05744968795057
0.129,14.871120000000005,16.504495999745625,115.28000000000002,122.95872968795057
0.14500000000000002,16.715600000000006,18.471835674752835,115.28000000000002,121.86000968795057
0.16100000000000003,18.560080000000006,20.421595829760044,115.28000000000002,120.76128968795057
0.17700000000000005,20.404560000000007,22.353776464767254,115.28000000000002,119.66256968795057
0.19300000000000006,22.249040000000008,24.268377579774462,115.28000000000002,118.56384968795057
0.20900000000000007,24.09352000000001,26.165399174781673,115.28000000000002,117.46512968795057
0.2250000000000001,25.93800000000001,28.04484124978888,115.28000000000002,116.36640968795056
0.2410000000000001,27.78248000000001,29.90670380479609,115.28000000000002,115.26768968795056
0.2580000000000001,29.74224000000001,31.86625452949125,115.28000000000002,114.10029968795057
0.27500000000000013,31.70200000000001,33.80595962418641,115.28000000000002,112.93290968795057
0.29200000000000015,33.66176000000001,35.725819088881565,115.28000000000002,111.76551968795057
0.30800000000000016,35.506240000000005,37.514067403888774,115.28000000000002,110.66679968795057
0.3240000000000002,37.35072,39.284736198895985,115.28000000000002,109.56807968795057
0.3400000000000002,39.1952,41.0378254739032,115.28000000000002,108.46935968795057
0.3560000000000002,41.03968,42.773335228910405,115.28000000000002,107.37063968795057
0.3720000000000002,42.884159999999994,44.491265463917614,115.28000000000002,106.27191968795057
0.38800000000000023,44.72863999999999,46.191616178924825,115.28000000000002,105.17319968795057
0.40400000000000025,46.57311999999999,47.87438737393204,115.28000000000002,104.07447968795057
0.42000000000000026,48.417599999999986,49.539579048939245,115.28000000000002,102.97575968795057
0.4360000000000003,50.26207999999998,51.187191203946455,115.28000000000002,101.87703968795057
0.4520000000000003,52.10655999999998,52.817223838953666,115.28000000000002,100.77831968795057
0.4680000000000003,53.95103999999998,54.42967695396087,115.28000000000002,99.67959968795057
0.4840000000000003,55.795519999999975,56.02455054896808,115.28000000000002,98.58087968795057
0.5000000000000003,57.63999999999997,57.60184462397529,115.28000000000002,97.48215968795057
0.5160000000000003,59.48447999999997,59.1615591789825,115.28000000000002,96.38343968795057
0.5320000000000004,61.32895999999997,60.703694213989706,115.28000000000002,95.28471968795057
0.5480000000000004,63.173439999999964,62.228249728996914,115.28000000000002,94.18599968795057
0.5640000000000004,65.01791999999996,63.735225724004124,115.28000000000002,93.08727968795057
0.5800000000000004,66.86239999999997,65.22462219901134,115.28000000000002,91.98855968795057
0.5960000000000004,68.70687999999997,66.69643915401855,115.28000000000002,90.88983968795057
0.6120000000000004,70.55135999999997,68.15067658902576,115.28000000000002,89.79111968795057
0.6280000000000004,72.39583999999998,69.58733450403297,115.28000000000002,88.69239968795057
0.6440000000000005,74.24031999999998,71.00641289904017,115.28000000000002,87.59367968795057
0.6600000000000005,76.08479999999999,72.40791177404738,115.28000000000002,86.49495968795057
0.6770000000000005,78.04455999999999,73.87832608874254,115.28000000000002,85.32756968795057
0.6930000000000005,79.88904,75.24356720374975,115.28000000000002,84.22884968795057
0.7090000000000005,81.73352,76.59122879875696,115.28000000000002,83.13012968795057
0.7250000000000005,83.578,77.92131087376417,115.28000000000002,82.03140968795057
0.7410000000000005,85.42248000000001,79.23381342877138,115.28000000000002,80.93268968795057
0.7570000000000006,87.26696000000001,80.5287364637786,115.28000000000002,79.83396968795057
0.7740000000000006,89.22672000000001,81.88591394847376,115.28000000000002,78.66657968795057
0.7900000000000006,91.07120000000002,83.14457922348096,115.28000000000002,77.56785968795057
0.8060000000000006,92.91568000000002,84.38566497848817,115.28000000000002,76.46913968795057
0.8220000000000006,94.76016000000003,85.60917121349537,115.28000000000002,75.37041968795057
0.8380000000000006,96.60464000000003,86.81509792850258,115.28000000000002,74.27169968795057
0.8540000000000006,98.44912000000004,88.00344512350979,115.28000000000002,73.17297968795057
0.8700000000000007,100.29360000000004,89.174212798517,115.28000000000002,72.07425968795057
0.8860000000000007,102.13808000000004,90.32740095352422,115.28000000000002,70.97553968795057
0.9020000000000007,103.98256000000005,91.46300958853143,115.28000000000002,69.87681968795057
0.9180000000000007,105.82704000000005,92.58103870353864,115.28000000000002,68.77809968795057
0.9340000000000007,107.67152000000006,93.68148829854584,115.28000000000002,67.67937968795057
0.9500000000000007,109.51600000000006,94.76435837355305,115.28000000000002,66.58065968795057
0.9660000000000007,111.36048000000007,95.82964892856026,115.28000000000002,65.48193968795057
0.9820000000000008,113.20496000000007,96.87735996356747,115.28000000000002,64.38321968795057
